"Plot Title: HDT"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10694965, SEN S/N: 10694965)","RH, % (LGR S/N: 10694965, SEN S/N: 10694965)","Safe Shutdown - Low Battery (LGR S/N: 10694965)","Stopped (LGR S/N: 10694965)","End Of File (LGR S/N: 10694965)"
1529,12/03/18 10:36:16 AM,36.751,29.359,,,
1530,12/03/18 10:51:16 AM,36.779,29.547,,,
1531,12/03/18 11:06:16 AM,36.806,29.515,,,
1532,12/03/18 11:21:16 AM,36.833,29.472,,,
1533,12/03/18 11:36:16 AM,36.833,29.411,,,
1534,12/03/18 11:51:16 AM,36.860,29.268,,,
1535,12/03/18 12:06:16 PM,36.888,29.185,,,
1536,12/03/18 12:21:16 PM,36.779,29.314,,,
1537,12/03/18 12:36:16 PM,36.833,29.349,,,
1538,12/03/18 12:51:16 PM,36.833,29.411,,,
1539,12/03/18 01:06:16 PM,36.888,29.359,,,
1540,12/03/18 01:21:16 PM,36.833,29.532,,,
1541,12/03/18 01:36:16 PM,36.860,29.440,,,
1542,12/03/18 01:51:16 PM,36.806,29.282,,,
1543,12/03/18 02:06:16 PM,36.888,29.173,,,
1544,12/03/18 02:21:16 PM,36.888,29.147,,,
1545,12/03/18 02:36:16 PM,36.751,29.247,,,
1546,12/03/18 02:51:16 PM,36.860,29.205,,,
1547,12/03/18 03:06:16 PM,36.806,29.295,,,
1548,12/03/18 03:21:16 PM,36.888,29.260,,,
1549,12/03/18 03:36:16 PM,36.860,29.354,,,
1550,12/03/18 03:51:16 PM,36.888,29.421,,,
1551,12/03/18 04:06:16 PM,36.888,29.814,,,
1552,12/03/18 04:21:16 PM,36.833,29.841,,,
1553,12/03/18 04:36:16 PM,36.724,27.357,,,
1554,12/03/18 04:51:16 PM,36.751,28.941,,,
1555,12/03/18 05:06:16 PM,36.779,29.607,,,
1556,12/03/18 05:21:16 PM,36.751,29.792,,,
1557,12/03/18 05:36:16 PM,36.860,29.751,,,
1558,12/03/18 05:51:16 PM,36.833,29.700,,,
1559,12/03/18 06:06:16 PM,36.453,29.622,,,
1560,12/03/18 06:21:16 PM,35.084,31.264,,,
1561,12/03/18 06:36:16 PM,34.924,31.149,,,
1562,12/03/18 06:51:16 PM,34.845,30.977,,,
1563,12/03/18 07:06:16 PM,34.527,30.753,,,
1564,12/03/18 07:21:16 PM,31.696,34.257,,,
1565,12/03/18 07:36:16 PM,31.313,34.316,,,
1566,12/03/18 07:51:16 PM,31.161,34.043,,,
1567,12/03/18 08:06:16 PM,30.577,33.778,,,
1568,12/03/18 08:21:16 PM,26.505,38.316,,,
1569,12/03/18 08:36:16 PM,23.766,43.351,,,
1570,12/03/18 08:51:16 PM,23.285,43.683,,,
1571,12/03/18 09:06:16 PM,22.757,42.978,,,
1572,12/03/18 09:21:16 PM,18.798,48.436,,,
1573,12/03/18 09:36:16 PM,16.823,54.231,,,
1574,12/03/18 09:51:16 PM,16.490,55.102,,,
1575,12/03/18 10:06:16 PM,15.942,55.369,,,
1576,12/03/18 10:21:16 PM,15.512,56.005,,,
1577,12/03/18 10:36:16 PM,15.464,55.216,,,
1578,12/03/18 10:51:16 PM,15.417,54.704,,,
1579,12/03/18 11:06:16 PM,15.369,54.188,,,
1580,12/03/18 11:21:16 PM,15.345,53.931,,,
1581,12/03/18 11:36:16 PM,15.345,53.767,,,
1582,12/03/18 11:51:16 PM,15.369,53.483,,,
1583,12/04/18 12:06:16 AM,15.369,53.417,,,
1584,12/04/18 12:21:16 AM,15.393,53.316,,,
1585,12/04/18 12:36:16 AM,15.321,53.431,,,
1586,12/04/18 12:51:16 AM,15.369,53.248,,,
1587,12/04/18 01:06:16 AM,15.393,52.943,,,
1588,12/04/18 01:21:16 AM,15.321,52.881,,,
1589,12/04/18 01:36:16 AM,15.297,52.842,,,
1590,12/04/18 01:51:16 AM,15.297,52.842,,,
1591,12/04/18 02:06:16 AM,15.321,52.771,,,
1592,12/04/18 02:21:16 AM,15.393,52.513,,,
1593,12/04/18 02:36:16 AM,15.345,52.392,,,
1594,12/04/18 02:51:16 AM,15.273,52.422,,,
1595,12/04/18 03:06:16 AM,15.273,52.413,,,
1596,12/04/18 03:21:16 AM,15.345,52.222,,,
1597,12/04/18 03:36:16 AM,15.369,52.028,,,
1598,12/04/18 03:51:16 AM,15.321,52.104,,,
1599,12/04/18 04:06:16 AM,15.345,52.018,,,
1600,12/04/18 04:21:16 AM,15.369,51.861,,,
1601,12/04/18 04:36:16 AM,15.393,51.854,,,
1602,12/04/18 04:51:16 AM,15.393,51.924,,,
1603,12/04/18 05:06:16 AM,15.751,51.713,,,
1604,12/04/18 05:21:16 AM,16.180,52.203,,,
1605,12/04/18 05:36:16 AM,16.180,53.424,,,
1606,12/04/18 05:51:16 AM,16.180,53.989,,,
1607,12/04/18 06:06:16 AM,16.466,54.741,,,
1608,12/04/18 06:21:16 AM,20.511,47.800,,,
1609,12/04/18 06:36:16 AM,22.589,42.185,,,
1610,12/04/18 06:51:16 AM,22.877,41.735,,,
1611,12/04/18 07:06:16 AM,23.405,41.891,,,
1612,12/04/18 07:21:16 AM,27.609,36.797,,,
1613,12/04/18 07:36:16 AM,30.426,32.541,,,
1614,12/04/18 07:51:16 AM,30.780,32.670,,,
1615,12/04/18 08:06:16 AM,31.262,33.008,,,
1616,12/04/18 08:21:16 AM,34.290,29.625,,,
1617,12/04/18 08:36:16 AM,34.474,28.293,,,
1618,12/04/18 08:51:16 AM,34.422,29.194,,,
1619,12/04/18 09:06:16 AM,35.031,56.554,,,
1620,12/04/18 09:21:16 AM,36.453,56.680,,,
1621,12/04/18 09:36:16 AM,36.561,54.661,,,
1622,12/04/18 09:51:16 AM,36.616,52.034,,,
1623,12/04/18 10:06:16 AM,36.588,50.309,,,
1624,12/04/18 10:21:16 AM,36.670,48.220,,,
1625,12/04/18 10:36:16 AM,36.616,44.110,,,
1626,12/04/18 10:51:16 AM,36.643,41.679,,,
1627,12/04/18 11:06:16 AM,36.643,40.295,,,
1628,12/04/18 11:21:16 AM,36.643,38.768,,,
1629,12/04/18 11:36:16 AM,36.643,38.003,,,
1630,12/04/18 11:51:16 AM,36.670,37.464,,,
1631,12/04/18 12:06:16 PM,36.670,37.099,,,
1632,12/04/18 12:21:16 PM,36.670,36.378,,,
1633,12/04/18 12:36:16 PM,36.643,36.137,,,
1634,12/04/18 12:51:16 PM,36.724,35.812,,,
1635,12/04/18 01:06:16 PM,36.670,35.630,,,
1636,12/04/18 01:21:16 PM,36.697,35.300,,,
1637,12/04/18 01:36:16 PM,36.724,35.117,,,
1638,12/04/18 01:51:16 PM,36.751,35.860,,,
1639,12/04/18 02:06:16 PM,36.697,36.200,,,
1640,12/04/18 02:21:16 PM,36.724,36.061,,,
1641,12/04/18 02:36:16 PM,36.724,35.781,,,
1642,12/04/18 02:51:16 PM,36.697,35.702,,,
1643,12/04/18 03:06:16 PM,36.643,35.677,,,
1644,12/04/18 03:21:16 PM,36.697,35.442,,,
1645,12/04/18 03:36:16 PM,36.724,35.348,,,
1646,12/04/18 03:51:16 PM,36.697,35.866,,,
1647,12/04/18 04:06:16 PM,36.779,35.845,,,
1648,12/04/18 04:21:16 PM,36.697,35.889,,,
1649,12/04/18 04:36:16 PM,36.751,35.664,,,
1650,12/04/18 04:51:16 PM,36.724,35.553,,,
1651,12/04/18 05:06:16 PM,36.643,35.575,,,
1652,12/04/18 05:21:16 PM,36.480,29.735,,,
1653,12/04/18 05:36:16 PM,36.670,33.307,,,
1654,12/04/18 05:51:16 PM,36.697,34.396,,,
1655,12/04/18 06:06:16 PM,36.372,34.612,,,
1656,12/04/18 06:21:16 PM,34.924,36.417,,,
1657,12/04/18 06:36:16 PM,34.818,36.234,,,
1658,12/04/18 06:51:16 PM,34.739,36.067,,,
1659,12/04/18 07:06:16 PM,34.395,35.737,,,
1660,12/04/18 07:21:16 PM,31.594,39.432,,,
1661,12/04/18 07:36:16 PM,31.161,39.551,,,
1662,12/04/18 07:51:16 PM,31.110,39.086,,,
1663,12/04/18 08:06:16 PM,30.502,38.780,,,
1664,12/04/18 08:21:16 PM,26.432,43.361,,,
1665,12/04/18 08:36:16 PM,23.693,48.433,,,
1666,12/04/18 08:51:16 PM,23.285,48.618,,,
1667,12/04/18 09:06:16 PM,22.685,47.970,,,
1668,12/04/18 09:21:16 PM,18.726,53.028,,,
1669,12/04/18 09:36:16 PM,16.775,58.874,,,
1670,12/04/18 09:51:16 PM,16.418,59.847,,,
1671,12/04/18 10:06:16 PM,15.942,60.109,,,
1672,12/04/18 10:21:16 PM,15.584,60.416,,,
1673,12/04/18 10:36:16 PM,15.417,59.626,,,
1674,12/04/18 10:51:16 PM,15.321,58.841,,,
1675,12/04/18 11:06:16 PM,15.321,58.199,,,
1676,12/04/18 11:21:16 PM,15.321,57.656,,,
1677,12/04/18 11:36:16 PM,15.321,57.404,,,
1678,12/04/18 11:51:16 PM,15.369,57.284,,,
1679,12/05/18 12:06:16 AM,15.417,57.130,,,
1680,12/05/18 12:21:16 AM,15.393,56.996,,,
1681,12/05/18 12:36:16 AM,15.369,56.887,,,
1682,12/05/18 12:51:16 AM,15.345,56.755,,,
1683,12/05/18 01:06:16 AM,15.369,56.578,,,
1684,12/05/18 01:21:16 AM,15.345,56.540,,,
1685,12/05/18 01:36:16 AM,15.345,56.528,,,
1686,12/05/18 01:51:16 AM,15.345,56.483,,,
1687,12/05/18 02:06:16 AM,15.321,56.557,,,
1688,12/05/18 02:21:16 AM,15.297,56.632,,,
1689,12/05/18 02:36:16 AM,15.297,56.519,,,
1690,12/05/18 02:51:16 AM,15.297,56.328,,,
1691,12/05/18 03:06:16 AM,15.321,56.189,,,
1692,12/05/18 03:21:16 AM,15.297,56.173,,,
1693,12/05/18 03:36:16 AM,15.273,56.180,,,
1694,12/05/18 03:51:16 AM,15.273,56.147,,,
1695,12/05/18 04:06:16 AM,15.273,56.070,,,
1696,12/05/18 04:21:16 AM,15.273,56.005,,,
1697,12/05/18 04:36:16 AM,15.273,55.939,,,
1698,12/05/18 04:51:16 AM,15.249,55.924,,,
1699,12/05/18 05:06:16 AM,15.679,55.753,,,
1700,12/05/18 05:21:16 AM,16.132,57.035,,,
1701,12/05/18 05:36:16 AM,16.180,58.400,,,
1702,12/05/18 05:51:16 AM,16.204,58.896,,,
1703,12/05/18 06:06:16 AM,16.514,59.680,,,
1704,12/05/18 06:21:16 AM,20.487,53.992,,,
1705,12/05/18 06:36:16 AM,22.541,48.053,,,
1706,12/05/18 06:51:16 AM,22.829,47.445,,,
1707,12/05/18 07:06:16 AM,23.405,47.562,,,
1708,12/05/18 07:21:16 AM,27.536,42.095,,,
1709,12/05/18 07:36:16 AM,30.375,37.348,,,
1710,12/05/18 07:51:16 AM,30.805,37.175,,,
1711,12/05/18 08:06:16 AM,31.161,37.493,,,
1712,12/05/18 08:21:16 AM,34.264,33.860,,,
1713,12/05/18 08:36:16 AM,34.422,31.627,,,
1714,12/05/18 08:51:16 AM,34.580,33.689,,,
1715,12/05/18 09:06:16 AM,34.792,29.079,,,
1716,12/05/18 09:21:16 AM,36.480,31.145,,,
1717,12/05/18 09:36:16 AM,36.588,32.545,,,
1718,12/05/18 09:51:16 AM,36.670,33.098,,,
1719,12/05/18 10:06:16 AM,36.697,33.352,,,
1720,12/05/18 10:21:16 AM,36.697,33.525,,,
1721,12/05/18 10:36:16 AM,36.724,33.731,,,
1722,12/05/18 10:51:16 AM,36.697,33.704,,,
1723,12/05/18 11:06:16 AM,36.697,33.678,,,
1724,12/05/18 11:21:16 AM,36.751,33.639,,,
1725,12/05/18 11:36:16 AM,36.779,33.784,,,
1726,12/05/18 11:51:16 AM,36.779,33.767,,,
1727,12/05/18 12:06:16 PM,36.724,33.824,,,
1728,12/05/18 12:21:16 PM,36.724,33.781,,,
1729,12/05/18 12:36:16 PM,36.751,33.808,,,
1730,12/05/18 12:51:16 PM,36.697,33.839,,,
1731,12/05/18 01:06:16 PM,36.751,33.639,,,
1732,12/05/18 01:21:16 PM,36.697,33.602,,,
1733,12/05/18 01:36:16 PM,36.751,33.724,,,
1734,12/05/18 01:51:16 PM,36.779,33.598,,,
1735,12/05/18 02:06:16 PM,36.751,33.094,,,
1736,12/05/18 02:21:16 PM,36.751,32.756,,,
1737,12/05/18 02:36:16 PM,36.724,32.501,,,
1738,12/05/18 02:51:16 PM,36.779,31.974,,,
1739,12/05/18 03:06:16 PM,36.806,31.333,,,
1740,12/05/18 03:21:16 PM,36.751,30.697,,,
1741,12/05/18 03:36:16 PM,36.779,30.254,,,
1742,12/05/18 03:51:16 PM,36.751,29.955,,,
1743,12/05/18 04:06:16 PM,36.779,29.959,,,
1744,12/05/18 04:21:16 PM,36.751,29.943,,,
1745,12/05/18 04:36:16 PM,36.806,29.929,,,
1746,12/05/18 04:51:16 PM,36.833,29.770,,,
1747,12/05/18 05:06:16 PM,36.697,29.569,,,
1748,12/05/18 05:21:16 PM,36.806,27.102,,,
1749,12/05/18 05:36:16 PM,36.806,28.302,,,
1750,12/05/18 05:51:16 PM,36.833,28.667,,,
1751,12/05/18 06:06:16 PM,36.345,28.828,,,
1752,12/05/18 06:21:16 PM,35.004,30.513,,,
1753,12/05/18 06:36:16 PM,34.845,30.635,,,
1754,12/05/18 06:51:16 PM,34.739,30.663,,,
1755,12/05/18 07:06:16 PM,34.422,30.521,,,
1756,12/05/18 07:21:16 PM,31.645,33.719,,,
1757,12/05/18 07:36:16 PM,31.211,34.272,,,
1758,12/05/18 07:51:16 PM,31.161,34.142,,,
1759,12/05/18 08:06:16 PM,30.552,33.980,,,
1760,12/05/18 08:21:16 PM,26.481,37.940,,,
1761,12/05/18 08:36:16 PM,23.742,42.984,,,
1762,12/05/18 08:51:16 PM,23.333,43.760,,,
1763,12/05/18 09:06:16 PM,22.733,43.578,,,
1764,12/05/18 09:21:16 PM,18.774,48.992,,,
1765,12/05/18 09:36:16 PM,16.775,55.519,,,
1766,12/05/18 09:51:16 PM,16.466,57.187,,,
1767,12/05/18 10:06:16 PM,15.942,58.089,,,
1768,12/05/18 10:21:16 PM,15.536,58.668,,,
1769,12/05/18 10:36:16 PM,15.417,58.162,,,
1770,12/05/18 10:51:16 PM,15.345,57.662,,,
1771,12/05/18 11:06:16 PM,15.369,57.155,,,
1772,12/05/18 11:21:16 PM,15.345,56.870,,,
1773,12/05/18 11:36:16 PM,15.369,56.783,,,
1774,12/05/18 11:51:16 PM,15.297,57.115,,,
1775,12/06/18 12:06:16 AM,15.321,57.120,,,
1776,12/06/18 12:21:16 AM,15.345,57.091,,,
1777,12/06/18 12:36:16 AM,15.369,56.899,,,
1778,12/06/18 12:51:16 AM,15.393,56.800,,,
1779,12/06/18 01:06:16 AM,15.417,56.645,,,
1780,12/06/18 01:21:16 AM,15.417,56.600,,,
1781,12/06/18 01:36:16 AM,15.417,56.487,,,
1782,12/06/18 01:51:16 AM,15.417,56.363,,,
1783,12/06/18 02:06:16 AM,15.417,56.229,,,
1784,12/06/18 02:21:16 AM,15.417,56.130,,,
1785,12/06/18 02:36:16 AM,15.417,56.086,,,
1786,12/06/18 02:51:16 AM,15.417,55.835,,,
1787,12/06/18 03:06:16 AM,15.393,55.563,,,
1788,12/06/18 03:21:16 AM,15.345,55.312,,,
1789,12/06/18 03:36:16 AM,15.321,54.904,,,
1790,12/06/18 03:51:16 AM,15.297,54.268,,,
1791,12/06/18 04:06:16 AM,15.273,53.855,,,
1792,12/06/18 04:21:16 AM,15.273,53.501,,,
1793,12/06/18 04:36:16 AM,15.249,53.310,,,
1794,12/06/18 04:51:16 AM,15.297,53.334,,,
1795,12/06/18 05:06:16 AM,15.703,53.189,,,
1796,12/06/18 05:21:16 AM,16.156,54.457,,,
1797,12/06/18 05:36:16 AM,16.180,56.202,,,
1798,12/06/18 05:51:16 AM,16.204,56.804,,,
1799,12/06/18 06:06:16 AM,16.490,57.485,,,
1800,12/06/18 06:21:16 AM,20.511,50.925,,,
1801,12/06/18 06:36:16 AM,22.589,44.562,,,
1802,12/06/18 06:51:16 AM,22.853,43.612,,,
1803,12/06/18 07:06:16 AM,23.429,43.343,,,
1804,12/06/18 07:21:16 AM,27.609,38.137,,,
1805,12/06/18 07:36:16 AM,30.426,33.430,,,
1806,12/06/18 07:51:16 AM,30.780,33.031,,,
1807,12/06/18 08:06:16 AM,31.186,33.038,,,
1808,12/06/18 08:21:16 AM,34.290,29.404,,,
1809,12/06/18 08:36:16 AM,34.448,28.346,,,
1810,12/06/18 08:51:16 AM,34.554,27.814,,,
1811,12/06/18 09:06:16 AM,35.084,30.869,,,
1812,12/06/18 09:21:16 AM,36.534,29.839,,,
1813,12/06/18 09:36:16 AM,36.588,29.328,,,
1814,12/06/18 09:51:16 AM,36.643,29.474,,,
1815,12/06/18 10:06:16 AM,36.724,29.634,,,
1816,12/06/18 10:21:16 AM,36.779,29.571,,,
1817,12/06/18 10:36:16 AM,36.724,29.537,,,
1818,12/06/18 10:51:16 AM,36.724,29.537,,,
1819,12/06/18 11:06:16 AM,36.724,30.099,,,
1820,12/06/18 11:21:16 AM,36.779,30.164,,,
1821,12/06/18 11:36:16 AM,36.670,30.283,,,
1822,12/06/18 11:51:16 AM,36.806,29.952,,,
1823,12/06/18 12:06:16 PM,36.779,29.738,,,
1824,12/06/18 12:21:16 PM,36.670,29.331,,,
1825,12/06/18 12:36:16 PM,36.806,28.926,,,
1826,12/06/18 12:51:16 PM,36.779,28.722,,,
1827,12/06/18 01:06:16 PM,36.779,28.560,,,
1828,12/06/18 01:21:16 PM,36.806,28.359,,,
1829,12/06/18 01:36:16 PM,36.643,28.347,,,
1830,12/06/18 01:51:16 PM,36.806,28.131,,,
1831,12/06/18 02:06:16 PM,36.751,28.131,,,
1832,12/06/18 02:21:16 PM,36.724,28.066,,,
1833,12/06/18 02:36:16 PM,36.751,27.999,,,
1834,12/06/18 02:51:16 PM,36.751,27.910,,,
1835,12/06/18 03:06:16 PM,36.751,27.865,,,
1836,12/06/18 03:21:16 PM,36.751,27.865,,,
1837,12/06/18 03:36:16 PM,36.751,27.835,,,
1838,12/06/18 03:51:16 PM,36.751,27.805,,,
1839,12/06/18 04:06:16 PM,36.643,24.439,,,
1840,12/06/18 04:21:16 PM,36.507,17.608,,,
1841,12/06/18 04:36:16 PM,36.697,21.507,,,
1842,12/06/18 04:51:16 PM,36.724,25.205,,,
1843,12/06/18 05:06:16 PM,36.779,26.601,,,
1844,12/06/18 05:21:16 PM,36.697,27.183,,,
1845,12/06/18 05:36:16 PM,36.806,27.398,,,
1846,12/06/18 05:51:16 PM,36.751,27.525,,,
1847,12/06/18 06:06:16 PM,36.399,27.514,,,
1848,12/06/18 06:21:16 PM,35.004,28.939,,,
1849,12/06/18 06:36:16 PM,34.871,28.851,,,
1850,12/06/18 06:51:16 PM,34.765,28.811,,,
1851,12/06/18 07:06:16 PM,34.448,28.555,,,
1852,12/06/18 07:21:16 PM,31.645,31.610,,,
1853,12/06/18 07:36:16 PM,31.262,31.910,,,
1854,12/06/18 07:51:16 PM,31.110,31.679,,,
1855,12/06/18 08:06:16 PM,30.527,31.455,,,
1856,12/06/18 08:21:16 PM,26.432,35.043,,,
1857,12/06/18 08:36:16 PM,23.693,39.581,,,
1858,12/06/18 08:51:16 PM,23.237,40.161,,,
1859,12/06/18 09:06:16 PM,22.709,39.746,,,
1860,12/06/18 09:21:16 PM,18.679,44.888,,,
1861,12/06/18 09:36:16 PM,16.728,50.766,,,
1862,12/06/18 09:51:16 PM,16.394,52.925,,,
1863,12/06/18 10:06:16 PM,15.942,54.680,,,
1864,12/06/18 10:21:16 PM,15.488,55.946,,,
1865,12/06/18 10:36:16 PM,15.440,55.699,,,
1866,12/06/18 10:51:16 PM,15.440,55.025,,,
1867,12/06/18 11:06:16 PM,15.369,54.526,,,
1868,12/06/18 11:21:16 PM,15.345,54.274,,,
1869,12/06/18 11:36:16 PM,15.297,54.179,,,
1870,12/06/18 11:51:16 PM,15.345,54.078,,,
1871,12/07/18 12:06:16 AM,15.369,53.944,,,
1872,12/07/18 12:21:16 AM,15.297,53.504,,,
1873,12/07/18 12:36:16 AM,15.345,52.948,,,
1874,12/07/18 12:51:16 AM,15.297,52.650,,,
1875,12/07/18 01:06:16 AM,15.297,52.280,,,
1876,12/07/18 01:21:16 AM,15.297,52.040,,,
1877,12/07/18 01:36:16 AM,15.345,51.763,,,
1878,12/07/18 01:51:16 AM,15.417,51.455,,,
1879,12/07/18 02:06:16 AM,15.321,51.345,,,
1880,12/07/18 02:21:16 AM,15.321,51.165,,,
1881,12/07/18 02:36:16 AM,15.345,50.955,,,
1882,12/07/18 02:51:16 AM,15.369,50.570,,,
1883,12/07/18 03:06:16 AM,15.321,50.442,,,
1884,12/07/18 03:21:16 AM,15.297,50.284,,,
1885,12/07/18 03:36:16 AM,15.273,50.184,,,
1886,12/07/18 03:51:16 AM,15.345,49.877,,,
1887,12/07/18 04:06:16 AM,15.345,49.609,,,
1888,12/07/18 04:21:16 AM,15.297,49.567,,,
1889,12/07/18 04:36:16 AM,15.321,49.303,,,
1890,12/07/18 04:51:16 AM,15.297,49.398,,,
1891,12/07/18 05:06:16 AM,15.727,48.837,,,
1892,12/07/18 05:21:16 AM,16.156,50.629,,,
1893,12/07/18 05:36:16 AM,16.228,52.180,,,
1894,12/07/18 05:51:16 AM,16.180,52.837,,,
1895,12/07/18 06:06:16 AM,16.514,53.397,,,
1896,12/07/18 06:21:16 AM,20.511,47.211,,,
1897,12/07/18 06:36:16 AM,22.517,41.330,,,
1898,12/07/18 06:51:16 AM,22.877,40.423,,,
1899,12/07/18 07:06:16 AM,23.453,40.400,,,
1900,12/07/18 07:21:16 AM,27.609,35.561,,,
1901,12/07/18 07:36:16 AM,30.476,31.045,,,
1902,12/07/18 07:51:16 AM,30.881,30.675,,,
1903,12/07/18 08:06:16 AM,31.237,30.774,,,
1904,12/07/18 08:21:16 AM,34.316,27.427,,,
1905,12/07/18 08:36:16 AM,34.607,49.464,,,
1906,12/07/18 08:51:16 AM,34.633,51.240,,,
1907,12/07/18 09:06:16 AM,35.057,47.464,,,
1908,12/07/18 09:21:16 AM,36.453,40.422,,,
1909,12/07/18 09:36:16 AM,36.616,37.729,,,
1910,12/07/18 09:51:16 AM,36.670,36.731,,,
1911,12/07/18 10:06:16 AM,36.697,36.332,,,
1912,12/07/18 10:21:16 AM,36.670,35.897,,,
1913,12/07/18 10:36:16 AM,36.697,35.623,,,
1914,12/07/18 10:51:16 AM,36.697,35.260,,,
1915,12/07/18 11:06:16 AM,36.724,34.821,,,
1916,12/07/18 11:21:16 AM,36.697,34.429,,,
1917,12/07/18 11:36:16 AM,36.751,34.068,,,
1918,12/07/18 11:51:16 AM,36.670,33.989,,,
1919,12/07/18 12:06:16 PM,36.751,33.681,,,
1920,12/07/18 12:21:16 PM,36.724,33.586,,,
1921,12/07/18 12:36:16 PM,36.724,33.500,,,
1922,12/07/18 12:51:16 PM,36.724,33.397,,,
1923,12/07/18 01:06:16 PM,36.724,33.345,,,
1924,12/07/18 01:21:16 PM,36.779,33.218,,,
1925,12/07/18 01:36:16 PM,36.779,33.008,,,
1926,12/07/18 01:51:16 PM,36.670,32.947,,,
1927,12/07/18 02:06:16 PM,36.616,32.828,,,
1928,12/07/18 02:21:16 PM,36.779,32.668,,,
1929,12/07/18 02:36:16 PM,36.724,32.763,,,
1930,12/07/18 02:51:16 PM,36.724,32.727,,,
1931,12/07/18 03:06:16 PM,36.697,32.626,,,
1932,12/07/18 03:21:16 PM,36.697,32.361,,,
1933,12/07/18 03:36:16 PM,36.724,32.186,,,
1934,12/07/18 03:51:16 PM,36.697,32.221,,,
1935,12/07/18 04:06:16 PM,36.724,32.261,,,
1936,12/07/18 04:21:16 PM,36.751,32.300,,,
1937,12/07/18 04:36:16 PM,36.345,24.719,,,
1938,12/07/18 04:51:16 PM,36.724,29.823,,,
1939,12/07/18 05:06:16 PM,36.697,31.351,,,
1940,12/07/18 05:21:16 PM,36.697,31.794,,,
1941,12/07/18 05:36:16 PM,36.779,31.773,,,
1942,12/07/18 05:51:16 PM,36.751,31.722,,,
1943,12/07/18 06:06:16 PM,36.372,31.536,,,
1944,12/07/18 06:21:16 PM,34.951,32.809,,,
1945,12/07/18 06:36:16 PM,34.818,33.109,,,
1946,12/07/18 06:51:16 PM,34.765,32.756,,,
1947,12/07/18 07:06:16 PM,34.448,32.299,,,
1948,12/07/18 07:21:16 PM,31.645,34.933,,,
1949,12/07/18 07:36:16 PM,31.186,34.747,,,
1950,12/07/18 07:51:16 PM,31.135,33.959,,,
1951,12/07/18 08:06:16 PM,30.527,33.335,,,
1952,12/07/18 08:21:16 PM,26.432,36.897,,,
1953,12/07/18 08:36:16 PM,23.693,41.379,,,
1954,12/07/18 08:51:16 PM,23.285,41.728,,,
1955,12/07/18 09:06:16 PM,22.685,41.227,,,
1956,12/07/18 09:21:16 PM,18.702,46.533,,,
1957,12/07/18 09:36:16 PM,16.728,52.699,,,
1958,12/07/18 09:51:16 PM,16.418,54.102,,,
1959,12/07/18 10:06:16 PM,16.085,54.548,,,
1960,12/07/18 10:21:16 PM,15.751,54.500,,,
1961,12/07/18 10:36:16 PM,15.798,53.571,,,
1962,12/07/18 10:51:16 PM,15.775,53.301,,,
1963,12/07/18 11:06:16 PM,15.751,53.072,,,
1964,12/07/18 11:21:16 PM,15.703,52.955,,,
1965,12/07/18 11:36:16 PM,15.775,52.649,,,
1966,12/07/18 11:51:16 PM,15.798,52.305,,,
1967,12/08/18 12:06:16 AM,15.798,52.036,,,
1968,12/08/18 12:21:16 AM,15.798,51.849,,,
1969,12/08/18 12:36:16 AM,15.798,51.629,,,
1970,12/08/18 12:51:16 AM,15.775,51.453,,,
1971,12/08/18 01:06:16 AM,15.727,51.268,,,
1972,12/08/18 01:21:16 AM,15.727,51.165,,,
1973,12/08/18 01:36:16 AM,15.703,51.027,,,
1974,12/08/18 01:51:16 AM,15.703,50.958,,,
1975,12/08/18 02:06:16 AM,15.703,50.848,,,
1976,12/08/18 02:21:16 AM,15.703,50.747,,,
1977,12/08/18 02:36:16 AM,15.703,50.704,,,
1978,12/08/18 02:51:16 AM,15.703,50.654,,,
1979,12/08/18 03:06:16 AM,15.679,50.636,,,
1980,12/08/18 03:21:16 AM,15.703,50.553,,,
1981,12/08/18 03:36:16 AM,15.727,50.354,,,
1982,12/08/18 03:51:16 AM,15.703,50.370,,,
1983,12/08/18 04:06:16 AM,15.703,50.370,,,
1984,12/08/18 04:21:16 AM,15.679,50.368,,,
1985,12/08/18 04:36:16 AM,15.679,50.410,,,
1986,12/08/18 04:51:16 AM,15.703,50.445,,,
1987,12/08/18 05:06:16 AM,15.942,50.423,,,
1988,12/08/18 05:21:16 AM,16.132,51.488,,,
1989,12/08/18 05:36:16 AM,16.132,52.037,,,
1990,12/08/18 05:51:16 AM,16.132,52.417,Logged,Logged,Logged
